binconcepts,level_1,length,groupby_keys,year,field,language,level_2
,65.0,185,['field'],,"Chemistry, Textiles",,
,66.0,15,['field'],,"Chemistry, Textiles",,
,69.0,67,['field'],,"Chemistry, Textiles",,
,74.0,59,['field'],,"Chemistry, Textiles",,
,76.0,79,['field'],,"Chemistry, Textiles",,
,80.0,50,['field'],,"Chemistry, Textiles",,
,101.0,108,['field'],,"Chemistry, Textiles",,
,108.0,34,['field'],,"Chemistry, Textiles",,
,120.0,35,['field'],,"Chemistry, Textiles",,
,127.0,34,['field'],,"Chemistry, Textiles",,
,137.0,128,['field'],,"Chemistry, Textiles",,
,145.0,39,['field'],,"Chemistry, Textiles",,
,147.0,121,['field'],,"Chemistry, Textiles",,
,150.0,39,['field'],,"Chemistry, Textiles",,
,151.0,21,['field'],,"Chemistry, Textiles",,
,152.0,50,['field'],,"Chemistry, Textiles",,
,158.0,52,['field'],,"Chemistry, Textiles",,
,165.0,40,['field'],,"Chemistry, Textiles",,
,166.0,420,['field'],,"Chemistry, Textiles",,
,176.0,43,['field'],,"Chemistry, Textiles",,
,178.0,136,['field'],,"Chemistry, Textiles",,
,190.0,27,['field'],,"Chemistry, Textiles",,
,192.0,138,['field'],,"Chemistry, Textiles",,
,200.0,58,['field'],,"Chemistry, Textiles",,
,201.0,145,['field'],,"Chemistry, Textiles",,
,204.0,156,['field'],,"Chemistry, Textiles",,
,207.0,57,['field'],,"Chemistry, Textiles",,
,212.0,608,['field'],,"Chemistry, Textiles",,
,214.0,14,['field'],,"Chemistry, Textiles",,
,218.0,32,['field'],,"Chemistry, Textiles",,
,225.0,14,['field'],,"Chemistry, Textiles",,
,226.0,20,['field'],,"Chemistry, Textiles",,
,238.0,39,['field'],,"Chemistry, Textiles",,
,239.0,63,['field'],,"Chemistry, Textiles",,
,247.0,60,['field'],,"Chemistry, Textiles",,
,248.0,127,['field'],,"Chemistry, Textiles",,
,34.0,145,['field'],,Pharma Chemistry,,
,45.0,30,['field'],,Pharma Chemistry,,
,82.0,51,['field'],,Pharma Chemistry,,
,87.0,21,['field'],,Pharma Chemistry,,
,91.0,22,['field'],,Pharma Chemistry,,
,93.0,54,['field'],,Pharma Chemistry,,
,97.0,142,['field'],,Pharma Chemistry,,
,110.0,34,['field'],,Pharma Chemistry,,
,124.0,173,['field'],,Pharma Chemistry,,
,156.0,72,['field'],,Pharma Chemistry,,
,193.0,37,['field'],,Pharma Chemistry,,
,233.0,16,['field'],,Pharma Chemistry,,
,0.0,69,['language'],,,Deutsch,
,1.0,139,['language'],,,Deutsch,
,2.0,24,['language'],,,Deutsch,
,3.0,60,['language'],,,Deutsch,
,4.0,23,['language'],,,Deutsch,
,6.0,74,['language'],,,Deutsch,
,7.0,15,['language'],,,Deutsch,
,8.0,56,['language'],,,Deutsch,
,9.0,74,['language'],,,Deutsch,
,10.0,16,['language'],,,Deutsch,
,11.0,105,['language'],,,Deutsch,
,15.0,32,['language'],,,Deutsch,
,17.0,14,['language'],,,Deutsch,
,18.0,70,['language'],,,Deutsch,
,19.0,153,['language'],,,Deutsch,
,20.0,21,['language'],,,Deutsch,
,22.0,69,['language'],,,Deutsch,
,24.0,32,['language'],,,Deutsch,
,25.0,14,['language'],,,Deutsch,
,26.0,135,['language'],,,Deutsch,
,27.0,107,['language'],,,Deutsch,
,29.0,36,['language'],,,Deutsch,
,30.0,122,['language'],,,Deutsch,
,31.0,147,['language'],,,Deutsch,
,32.0,21,['language'],,,Deutsch,
,33.0,132,['language'],,,Deutsch,
,34.0,145,['language'],,,Deutsch,
,35.0,53,['language'],,,Deutsch,
,37.0,126,['language'],,,Deutsch,
,38.0,151,['language'],,,Deutsch,
,40.0,27,['language'],,,Deutsch,
,41.0,104,['language'],,,Deutsch,
,42.0,24,['language'],,,Deutsch,
,43.0,18,['language'],,,Deutsch,
,44.0,14,['language'],,,Deutsch,
,45.0,30,['language'],,,Deutsch,
,46.0,283,['language'],,,Deutsch,
,47.0,217,['language'],,,Deutsch,
,49.0,39,['language'],,,Deutsch,
,50.0,18,['language'],,,Deutsch,
,51.0,13,['language'],,,Deutsch,
,52.0,37,['language'],,,Deutsch,
,53.0,106,['language'],,,Deutsch,
,54.0,26,['language'],,,Deutsch,
,55.0,107,['language'],,,Deutsch,
,57.0,75,['language'],,,Deutsch,
,58.0,36,['language'],,,Deutsch,
,59.0,22,['language'],,,Deutsch,
,60.0,31,['language'],,,Deutsch,
,61.0,130,['language'],,,Deutsch,
,62.0,27,['language'],,,Deutsch,
,65.0,185,['language'],,,Deutsch,
,66.0,15,['language'],,,Deutsch,
,67.0,56,['language'],,,Deutsch,
,68.0,98,['language'],,,Deutsch,
,69.0,67,['language'],,,Deutsch,
,74.0,59,['language'],,,Deutsch,
,76.0,79,['language'],,,Deutsch,
,77.0,47,['language'],,,Deutsch,
,80.0,50,['language'],,,Deutsch,
,81.0,54,['language'],,,Deutsch,
,82.0,51,['language'],,,Deutsch,
,86.0,30,['language'],,,Deutsch,
,87.0,21,['language'],,,Deutsch,
,88.0,38,['language'],,,Deutsch,
,91.0,22,['language'],,,Deutsch,
,92.0,16,['language'],,,Deutsch,
,93.0,54,['language'],,,Deutsch,
,94.0,522,['language'],,,Deutsch,
,95.0,156,['language'],,,Deutsch,
,97.0,142,['language'],,,Deutsch,
,98.0,42,['language'],,,Deutsch,
,100.0,56,['language'],,,Deutsch,
,101.0,108,['language'],,,Deutsch,
,103.0,29,['language'],,,Deutsch,
,104.0,33,['language'],,,Deutsch,
,105.0,21,['language'],,,Deutsch,
,107.0,109,['language'],,,Deutsch,
,108.0,34,['language'],,,Deutsch,
,110.0,34,['language'],,,Deutsch,
,113.0,24,['language'],,,Deutsch,
,114.0,42,['language'],,,Deutsch,
,115.0,11,['language'],,,Deutsch,
,116.0,54,['language'],,,Deutsch,
,117.0,31,['language'],,,Deutsch,
,118.0,75,['language'],,,Deutsch,
,119.0,148,['language'],,,Deutsch,
,120.0,35,['language'],,,Deutsch,
,121.0,28,['language'],,,Deutsch,
,122.0,33,['language'],,,Deutsch,
,123.0,40,['language'],,,Deutsch,
,124.0,173,['language'],,,Deutsch,
,127.0,34,['language'],,,Deutsch,
,131.0,66,['language'],,,Deutsch,
,132.0,20,['language'],,,Deutsch,
,133.0,14,['language'],,,Deutsch,
,134.0,17,['language'],,,Deutsch,
,137.0,128,['language'],,,Deutsch,
,139.0,39,['language'],,,Deutsch,
,140.0,87,['language'],,,Deutsch,
,142.0,27,['language'],,,Deutsch,
,143.0,25,['language'],,,Deutsch,
,144.0,47,['language'],,,Deutsch,
,145.0,39,['language'],,,Deutsch,
,146.0,60,['language'],,,Deutsch,
,147.0,121,['language'],,,Deutsch,
,149.0,42,['language'],,,Deutsch,
,150.0,39,['language'],,,Deutsch,
,151.0,21,['language'],,,Deutsch,
,152.0,50,['language'],,,Deutsch,
,153.0,25,['language'],,,Deutsch,
,155.0,57,['language'],,,Deutsch,
,156.0,72,['language'],,,Deutsch,
,157.0,263,['language'],,,Deutsch,
,158.0,52,['language'],,,Deutsch,
,159.0,16,['language'],,,Deutsch,
,160.0,17,['language'],,,Deutsch,
,161.0,51,['language'],,,Deutsch,
,162.0,88,['language'],,,Deutsch,
,164.0,28,['language'],,,Deutsch,
,165.0,40,['language'],,,Deutsch,
,166.0,420,['language'],,,Deutsch,
,167.0,121,['language'],,,Deutsch,
,168.0,135,['language'],,,Deutsch,
,169.0,33,['language'],,,Deutsch,
,171.0,60,['language'],,,Deutsch,
,174.0,24,['language'],,,Deutsch,
,175.0,58,['language'],,,Deutsch,
,176.0,43,['language'],,,Deutsch,
,177.0,28,['language'],,,Deutsch,
,178.0,136,['language'],,,Deutsch,
,179.0,97,['language'],,,Deutsch,
,180.0,37,['language'],,,Deutsch,
,181.0,317,['language'],,,Deutsch,
,184.0,16,['language'],,,Deutsch,
,185.0,115,['language'],,,Deutsch,
,186.0,40,['language'],,,Deutsch,
,187.0,55,['language'],,,Deutsch,
,189.0,40,['language'],,,Deutsch,
,190.0,27,['language'],,,Deutsch,
,191.0,211,['language'],,,Deutsch,
,192.0,138,['language'],,,Deutsch,
,193.0,37,['language'],,,Deutsch,
,194.0,155,['language'],,,Deutsch,
,195.0,97,['language'],,,Deutsch,
,196.0,54,['language'],,,Deutsch,
,199.0,15,['language'],,,Deutsch,
,200.0,58,['language'],,,Deutsch,
,201.0,145,['language'],,,Deutsch,
,203.0,61,['language'],,,Deutsch,
,204.0,156,['language'],,,Deutsch,
,205.0,24,['language'],,,Deutsch,
,207.0,57,['language'],,,Deutsch,
,208.0,43,['language'],,,Deutsch,
,211.0,11,['language'],,,Deutsch,
,212.0,608,['language'],,,Deutsch,
,214.0,14,['language'],,,Deutsch,
,217.0,30,['language'],,,Deutsch,
,218.0,32,['language'],,,Deutsch,
,219.0,41,['language'],,,Deutsch,
,224.0,49,['language'],,,Deutsch,
,225.0,14,['language'],,,Deutsch,
,226.0,20,['language'],,,Deutsch,
,228.0,53,['language'],,,Deutsch,
,230.0,16,['language'],,,Deutsch,
,231.0,63,['language'],,,Deutsch,
,232.0,65,['language'],,,Deutsch,
,233.0,16,['language'],,,Deutsch,
,237.0,24,['language'],,,Deutsch,
,238.0,39,['language'],,,Deutsch,
,239.0,63,['language'],,,Deutsch,
,241.0,81,['language'],,,Deutsch,
,242.0,28,['language'],,,Deutsch,
,244.0,129,['language'],,,Deutsch,
,245.0,29,['language'],,,Deutsch,
,246.0,25,['language'],,,Deutsch,
,247.0,60,['language'],,,Deutsch,
,248.0,127,['language'],,,Deutsch,
,5.0,47,['language'],,,Français,
,12.0,106,['language'],,,Français,
,13.0,39,['language'],,,Français,
,14.0,127,['language'],,,Français,
,16.0,48,['language'],,,Français,
,21.0,42,['language'],,,Français,
,23.0,24,['language'],,,Français,
,28.0,65,['language'],,,Français,
,36.0,160,['language'],,,Français,
,39.0,111,['language'],,,Français,
,48.0,181,['language'],,,Français,
,56.0,34,['language'],,,Français,
,63.0,22,['language'],,,Français,
,64.0,96,['language'],,,Français,
,70.0,29,['language'],,,Français,
,71.0,23,['language'],,,Français,
,72.0,82,['language'],,,Français,
,73.0,22,['language'],,,Français,
,75.0,20,['language'],,,Français,
,78.0,29,['language'],,,Français,
,79.0,53,['language'],,,Français,
,83.0,54,['language'],,,Français,
,84.0,139,['language'],,,Français,
,85.0,113,['language'],,,Français,
,89.0,82,['language'],,,Français,
,90.0,86,['language'],,,Français,
,96.0,68,['language'],,,Français,
,99.0,102,['language'],,,Français,
,102.0,216,['language'],,,Français,
,106.0,109,['language'],,,Français,
,109.0,221,['language'],,,Français,
,111.0,41,['language'],,,Français,
,112.0,25,['language'],,,Français,
,125.0,32,['language'],,,Français,
,126.0,112,['language'],,,Français,
,128.0,112,['language'],,,Français,
,129.0,35,['language'],,,Français,
,130.0,62,['language'],,,Français,
,135.0,33,['language'],,,Français,
,136.0,25,['language'],,,Français,
,138.0,115,['language'],,,Français,
,141.0,190,['language'],,,Français,
,148.0,75,['language'],,,Français,
,154.0,213,['language'],,,Français,
,163.0,76,['language'],,,Français,
,170.0,58,['language'],,,Français,
,172.0,38,['language'],,,Français,
,173.0,31,['language'],,,Français,
,182.0,16,['language'],,,Français,
,183.0,33,['language'],,,Français,
,188.0,43,['language'],,,Français,
,197.0,59,['language'],,,Français,
,198.0,20,['language'],,,Français,
,202.0,34,['language'],,,Français,
,206.0,23,['language'],,,Français,
,209.0,300,['language'],,,Français,
,210.0,15,['language'],,,Français,
,213.0,120,['language'],,,Français,
,215.0,18,['language'],,,Français,
,216.0,208,['language'],,,Français,
,220.0,18,['language'],,,Français,
,221.0,120,['language'],,,Français,
,222.0,128,['language'],,,Français,
,223.0,125,['language'],,,Français,
,227.0,227,['language'],,,Français,
,229.0,36,['language'],,,Français,
,234.0,35,['language'],,,Français,
,235.0,30,['language'],,,Français,
,236.0,70,['language'],,,Français,
,240.0,45,['language'],,,Français,
,243.0,25,['language'],,,Français,
,,69,"['year', 'language']",1st,,Deutsch,0.0
,,70,"['year', 'language']",1st,,Deutsch,18.0
,,14,"['year', 'language']",1st,,Deutsch,25.0
,,107,"['year', 'language']",1st,,Deutsch,27.0
,,122,"['year', 'language']",1st,,Deutsch,30.0
,,21,"['year', 'language']",1st,,Deutsch,32.0
,,145,"['year', 'language']",1st,,Deutsch,34.0
,,53,"['year', 'language']",1st,,Deutsch,35.0
,,151,"['year', 'language']",1st,,Deutsch,38.0
,,104,"['year', 'language']",1st,,Deutsch,41.0
,,24,"['year', 'language']",1st,,Deutsch,42.0
,,18,"['year', 'language']",1st,,Deutsch,43.0
,,30,"['year', 'language']",1st,,Deutsch,45.0
,,283,"['year', 'language']",1st,,Deutsch,46.0
,,26,"['year', 'language']",1st,,Deutsch,54.0
,,75,"['year', 'language']",1st,,Deutsch,57.0
,,185,"['year', 'language']",1st,,Deutsch,65.0
,,50,"['year', 'language']",1st,,Deutsch,80.0
,,51,"['year', 'language']",1st,,Deutsch,82.0
,,21,"['year', 'language']",1st,,Deutsch,87.0
,,22,"['year', 'language']",1st,,Deutsch,91.0
,,54,"['year', 'language']",1st,,Deutsch,93.0
,,156,"['year', 'language']",1st,,Deutsch,95.0
,,142,"['year', 'language']",1st,,Deutsch,97.0
,,21,"['year', 'language']",1st,,Deutsch,105.0
,,34,"['year', 'language']",1st,,Deutsch,108.0
,,34,"['year', 'language']",1st,,Deutsch,110.0
,,42,"['year', 'language']",1st,,Deutsch,114.0
,,35,"['year', 'language']",1st,,Deutsch,120.0
,,33,"['year', 'language']",1st,,Deutsch,122.0
,,40,"['year', 'language']",1st,,Deutsch,123.0
,,173,"['year', 'language']",1st,,Deutsch,124.0
,,34,"['year', 'language']",1st,,Deutsch,127.0
,,128,"['year', 'language']",1st,,Deutsch,137.0
,,39,"['year', 'language']",1st,,Deutsch,139.0
,,87,"['year', 'language']",1st,,Deutsch,140.0
,,57,"['year', 'language']",1st,,Deutsch,155.0
,,72,"['year', 'language']",1st,,Deutsch,156.0
,,16,"['year', 'language']",1st,,Deutsch,159.0
,,88,"['year', 'language']",1st,,Deutsch,162.0
,,136,"['year', 'language']",1st,,Deutsch,178.0
,,16,"['year', 'language']",1st,,Deutsch,184.0
,,115,"['year', 'language']",1st,,Deutsch,185.0
,,40,"['year', 'language']",1st,,Deutsch,186.0
,,37,"['year', 'language']",1st,,Deutsch,193.0
,,54,"['year', 'language']",1st,,Deutsch,196.0
,,15,"['year', 'language']",1st,,Deutsch,199.0
,,145,"['year', 'language']",1st,,Deutsch,201.0
,,156,"['year', 'language']",1st,,Deutsch,204.0
,,24,"['year', 'language']",1st,,Deutsch,205.0
,,57,"['year', 'language']",1st,,Deutsch,207.0
,,11,"['year', 'language']",1st,,Deutsch,211.0
,,16,"['year', 'language']",1st,,Deutsch,233.0
,,81,"['year', 'language']",1st,,Deutsch,241.0
,,129,"['year', 'language']",1st,,Deutsch,244.0
,,60,"['year', 'language']",1st,,Deutsch,247.0
,,106,"['year', 'language']",1st,,Français,12.0
,,39,"['year', 'language']",1st,,Français,13.0
,,127,"['year', 'language']",1st,,Français,14.0
,,24,"['year', 'language']",1st,,Français,23.0
,,160,"['year', 'language']",1st,,Français,36.0
,,181,"['year', 'language']",1st,,Français,48.0
,,34,"['year', 'language']",1st,,Français,56.0
,,29,"['year', 'language']",1st,,Français,70.0
,,22,"['year', 'language']",1st,,Français,73.0
,,29,"['year', 'language']",1st,,Français,78.0
,,53,"['year', 'language']",1st,,Français,79.0
,,139,"['year', 'language']",1st,,Français,84.0
,,68,"['year', 'language']",1st,,Français,96.0
,,216,"['year', 'language']",1st,,Français,102.0
,,109,"['year', 'language']",1st,,Français,106.0
,,25,"['year', 'language']",1st,,Français,112.0
,,112,"['year', 'language']",1st,,Français,128.0
,,62,"['year', 'language']",1st,,Français,130.0
,,115,"['year', 'language']",1st,,Français,138.0
,,190,"['year', 'language']",1st,,Français,141.0
,,75,"['year', 'language']",1st,,Français,148.0
,,38,"['year', 'language']",1st,,Français,172.0
,,16,"['year', 'language']",1st,,Français,182.0
,,33,"['year', 'language']",1st,,Français,183.0
,,43,"['year', 'language']",1st,,Français,188.0
,,59,"['year', 'language']",1st,,Français,197.0
,,20,"['year', 'language']",1st,,Français,198.0
,,23,"['year', 'language']",1st,,Français,206.0
,,300,"['year', 'language']",1st,,Français,209.0
,,120,"['year', 'language']",1st,,Français,213.0
,,18,"['year', 'language']",1st,,Français,215.0
,,18,"['year', 'language']",1st,,Français,220.0
,,120,"['year', 'language']",1st,,Français,221.0
,,36,"['year', 'language']",1st,,Français,229.0
,,70,"['year', 'language']",1st,,Français,236.0
,,45,"['year', 'language']",1st,,Français,240.0
,,24,"['year', 'language']",2nd,,Deutsch,2.0
,,15,"['year', 'language']",2nd,,Deutsch,7.0
,,74,"['year', 'language']",2nd,,Deutsch,9.0
,,16,"['year', 'language']",2nd,,Deutsch,10.0
,,32,"['year', 'language']",2nd,,Deutsch,24.0
,,36,"['year', 'language']",2nd,,Deutsch,29.0
,,147,"['year', 'language']",2nd,,Deutsch,31.0
,,126,"['year', 'language']",2nd,,Deutsch,37.0
,,14,"['year', 'language']",2nd,,Deutsch,44.0
,,217,"['year', 'language']",2nd,,Deutsch,47.0
,,13,"['year', 'language']",2nd,,Deutsch,51.0
,,107,"['year', 'language']",2nd,,Deutsch,55.0
,,36,"['year', 'language']",2nd,,Deutsch,58.0
,,22,"['year', 'language']",2nd,,Deutsch,59.0
,,31,"['year', 'language']",2nd,,Deutsch,60.0
,,130,"['year', 'language']",2nd,,Deutsch,61.0
,,98,"['year', 'language']",2nd,,Deutsch,68.0
,,79,"['year', 'language']",2nd,,Deutsch,76.0
,,47,"['year', 'language']",2nd,,Deutsch,77.0
,,30,"['year', 'language']",2nd,,Deutsch,86.0
,,38,"['year', 'language']",2nd,,Deutsch,88.0
,,16,"['year', 'language']",2nd,,Deutsch,92.0
,,522,"['year', 'language']",2nd,,Deutsch,94.0
,,108,"['year', 'language']",2nd,,Deutsch,101.0
,,29,"['year', 'language']",2nd,,Deutsch,103.0
,,33,"['year', 'language']",2nd,,Deutsch,104.0
,,24,"['year', 'language']",2nd,,Deutsch,113.0
,,11,"['year', 'language']",2nd,,Deutsch,115.0
,,54,"['year', 'language']",2nd,,Deutsch,116.0
,,148,"['year', 'language']",2nd,,Deutsch,119.0
,,28,"['year', 'language']",2nd,,Deutsch,121.0
,,66,"['year', 'language']",2nd,,Deutsch,131.0
,,20,"['year', 'language']",2nd,,Deutsch,132.0
,,14,"['year', 'language']",2nd,,Deutsch,133.0
,,27,"['year', 'language']",2nd,,Deutsch,142.0
,,60,"['year', 'language']",2nd,,Deutsch,146.0
,,121,"['year', 'language']",2nd,,Deutsch,147.0
,,42,"['year', 'language']",2nd,,Deutsch,149.0
,,21,"['year', 'language']",2nd,,Deutsch,151.0
,,50,"['year', 'language']",2nd,,Deutsch,152.0
,,25,"['year', 'language']",2nd,,Deutsch,153.0
,,263,"['year', 'language']",2nd,,Deutsch,157.0
,,52,"['year', 'language']",2nd,,Deutsch,158.0
,,40,"['year', 'language']",2nd,,Deutsch,165.0
,,121,"['year', 'language']",2nd,,Deutsch,167.0
,,135,"['year', 'language']",2nd,,Deutsch,168.0
,,33,"['year', 'language']",2nd,,Deutsch,169.0
,,60,"['year', 'language']",2nd,,Deutsch,171.0
,,24,"['year', 'language']",2nd,,Deutsch,174.0
,,58,"['year', 'language']",2nd,,Deutsch,175.0
,,43,"['year', 'language']",2nd,,Deutsch,176.0
,,28,"['year', 'language']",2nd,,Deutsch,177.0
,,97,"['year', 'language']",2nd,,Deutsch,179.0
,,37,"['year', 'language']",2nd,,Deutsch,180.0
,,317,"['year', 'language']",2nd,,Deutsch,181.0
,,55,"['year', 'language']",2nd,,Deutsch,187.0
,,40,"['year', 'language']",2nd,,Deutsch,189.0
,,27,"['year', 'language']",2nd,,Deutsch,190.0
,,211,"['year', 'language']",2nd,,Deutsch,191.0
,,97,"['year', 'language']",2nd,,Deutsch,195.0
,,58,"['year', 'language']",2nd,,Deutsch,200.0
,,61,"['year', 'language']",2nd,,Deutsch,203.0
,,30,"['year', 'language']",2nd,,Deutsch,217.0
,,32,"['year', 'language']",2nd,,Deutsch,218.0
,,49,"['year', 'language']",2nd,,Deutsch,224.0
,,14,"['year', 'language']",2nd,,Deutsch,225.0
,,53,"['year', 'language']",2nd,,Deutsch,228.0
,,16,"['year', 'language']",2nd,,Deutsch,230.0
,,63,"['year', 'language']",2nd,,Deutsch,231.0
,,65,"['year', 'language']",2nd,,Deutsch,232.0
,,24,"['year', 'language']",2nd,,Deutsch,237.0
,,28,"['year', 'language']",2nd,,Deutsch,242.0
,,25,"['year', 'language']",2nd,,Deutsch,246.0
,,47,"['year', 'language']",2nd,,Français,5.0
,,48,"['year', 'language']",2nd,,Français,16.0
,,42,"['year', 'language']",2nd,,Français,21.0
,,65,"['year', 'language']",2nd,,Français,28.0
,,111,"['year', 'language']",2nd,,Français,39.0
,,22,"['year', 'language']",2nd,,Français,63.0
,,96,"['year', 'language']",2nd,,Français,64.0
,,23,"['year', 'language']",2nd,,Français,71.0
,,82,"['year', 'language']",2nd,,Français,72.0
,,20,"['year', 'language']",2nd,,Français,75.0
,,54,"['year', 'language']",2nd,,Français,83.0
,,113,"['year', 'language']",2nd,,Français,85.0
,,82,"['year', 'language']",2nd,,Français,89.0
,,86,"['year', 'language']",2nd,,Français,90.0
,,102,"['year', 'language']",2nd,,Français,99.0
,,221,"['year', 'language']",2nd,,Français,109.0
,,41,"['year', 'language']",2nd,,Français,111.0
,,32,"['year', 'language']",2nd,,Français,125.0
,,112,"['year', 'language']",2nd,,Français,126.0
,,35,"['year', 'language']",2nd,,Français,129.0
,,33,"['year', 'language']",2nd,,Français,135.0
,,25,"['year', 'language']",2nd,,Français,136.0
,,213,"['year', 'language']",2nd,,Français,154.0
,,76,"['year', 'language']",2nd,,Français,163.0
,,58,"['year', 'language']",2nd,,Français,170.0
,,31,"['year', 'language']",2nd,,Français,173.0
,,34,"['year', 'language']",2nd,,Français,202.0
,,15,"['year', 'language']",2nd,,Français,210.0
,,208,"['year', 'language']",2nd,,Français,216.0
,,128,"['year', 'language']",2nd,,Français,222.0
,,125,"['year', 'language']",2nd,,Français,223.0
,,227,"['year', 'language']",2nd,,Français,227.0
,,35,"['year', 'language']",2nd,,Français,234.0
,,30,"['year', 'language']",2nd,,Français,235.0
,,25,"['year', 'language']",2nd,,Français,243.0
,,139,"['year', 'language']",3rd,,Deutsch,1.0
,,60,"['year', 'language']",3rd,,Deutsch,3.0
,,23,"['year', 'language']",3rd,,Deutsch,4.0
,,74,"['year', 'language']",3rd,,Deutsch,6.0
,,56,"['year', 'language']",3rd,,Deutsch,8.0
,,105,"['year', 'language']",3rd,,Deutsch,11.0
,,32,"['year', 'language']",3rd,,Deutsch,15.0
,,14,"['year', 'language']",3rd,,Deutsch,17.0
,,153,"['year', 'language']",3rd,,Deutsch,19.0
,,21,"['year', 'language']",3rd,,Deutsch,20.0
,,69,"['year', 'language']",3rd,,Deutsch,22.0
,,135,"['year', 'language']",3rd,,Deutsch,26.0
,,132,"['year', 'language']",3rd,,Deutsch,33.0
,,27,"['year', 'language']",3rd,,Deutsch,40.0
,,39,"['year', 'language']",3rd,,Deutsch,49.0
,,18,"['year', 'language']",3rd,,Deutsch,50.0
,,37,"['year', 'language']",3rd,,Deutsch,52.0
,,106,"['year', 'language']",3rd,,Deutsch,53.0
,,27,"['year', 'language']",3rd,,Deutsch,62.0
,,15,"['year', 'language']",3rd,,Deutsch,66.0
,,56,"['year', 'language']",3rd,,Deutsch,67.0
,,67,"['year', 'language']",3rd,,Deutsch,69.0
,,59,"['year', 'language']",3rd,,Deutsch,74.0
,,54,"['year', 'language']",3rd,,Deutsch,81.0
,,42,"['year', 'language']",3rd,,Deutsch,98.0
,,56,"['year', 'language']",3rd,,Deutsch,100.0
,,109,"['year', 'language']",3rd,,Deutsch,107.0
,,31,"['year', 'language']",3rd,,Deutsch,117.0
,,75,"['year', 'language']",3rd,,Deutsch,118.0
,,17,"['year', 'language']",3rd,,Deutsch,134.0
,,25,"['year', 'language']",3rd,,Deutsch,143.0
,,47,"['year', 'language']",3rd,,Deutsch,144.0
,,39,"['year', 'language']",3rd,,Deutsch,145.0
,,39,"['year', 'language']",3rd,,Deutsch,150.0
,,17,"['year', 'language']",3rd,,Deutsch,160.0
,,51,"['year', 'language']",3rd,,Deutsch,161.0
,,28,"['year', 'language']",3rd,,Deutsch,164.0
,,420,"['year', 'language']",3rd,,Deutsch,166.0
,,138,"['year', 'language']",3rd,,Deutsch,192.0
,,155,"['year', 'language']",3rd,,Deutsch,194.0
,,43,"['year', 'language']",3rd,,Deutsch,208.0
,,608,"['year', 'language']",3rd,,Deutsch,212.0
,,14,"['year', 'language']",3rd,,Deutsch,214.0
,,41,"['year', 'language']",3rd,,Deutsch,219.0
,,20,"['year', 'language']",3rd,,Deutsch,226.0
,,39,"['year', 'language']",3rd,,Deutsch,238.0
,,63,"['year', 'language']",3rd,,Deutsch,239.0
,,29,"['year', 'language']",3rd,,Deutsch,245.0
,,127,"['year', 'language']",3rd,,Deutsch,248.0
,,22,"['year', 'field']",1st,Biology,,73.0
,,53,"['year', 'field']",1st,Biology,,79.0
,,190,"['year', 'field']",1st,Biology,,141.0
,,20,"['year', 'field']",1st,Biology,,198.0
,,300,"['year', 'field']",1st,Biology,,209.0
,,69,"['year', 'field']",1st,Chemistry,,0.0
,,106,"['year', 'field']",1st,Chemistry,,12.0
,,39,"['year', 'field']",1st,Chemistry,,13.0
,,127,"['year', 'field']",1st,Chemistry,,14.0
,,24,"['year', 'field']",1st,Chemistry,,23.0
,,14,"['year', 'field']",1st,Chemistry,,25.0
,,107,"['year', 'field']",1st,Chemistry,,27.0
,,122,"['year', 'field']",1st,Chemistry,,30.0
,,21,"['year', 'field']",1st,Chemistry,,32.0
,,160,"['year', 'field']",1st,Chemistry,,36.0
,,24,"['year', 'field']",1st,Chemistry,,42.0
,,18,"['year', 'field']",1st,Chemistry,,43.0
,,283,"['year', 'field']",1st,Chemistry,,46.0
,,181,"['year', 'field']",1st,Chemistry,,48.0
,,26,"['year', 'field']",1st,Chemistry,,54.0
,,34,"['year', 'field']",1st,Chemistry,,56.0
,,75,"['year', 'field']",1st,Chemistry,,57.0
,,29,"['year', 'field']",1st,Chemistry,,70.0
,,29,"['year', 'field']",1st,Chemistry,,78.0
,,139,"['year', 'field']",1st,Chemistry,,84.0
,,156,"['year', 'field']",1st,Chemistry,,95.0
,,68,"['year', 'field']",1st,Chemistry,,96.0
,,216,"['year', 'field']",1st,Chemistry,,102.0
,,21,"['year', 'field']",1st,Chemistry,,105.0
,,109,"['year', 'field']",1st,Chemistry,,106.0
,,25,"['year', 'field']",1st,Chemistry,,112.0
,,42,"['year', 'field']",1st,Chemistry,,114.0
,,33,"['year', 'field']",1st,Chemistry,,122.0
,,40,"['year', 'field']",1st,Chemistry,,123.0
,,112,"['year', 'field']",1st,Chemistry,,128.0
,,62,"['year', 'field']",1st,Chemistry,,130.0
,,115,"['year', 'field']",1st,Chemistry,,138.0
,,39,"['year', 'field']",1st,Chemistry,,139.0
,,87,"['year', 'field']",1st,Chemistry,,140.0
,,75,"['year', 'field']",1st,Chemistry,,148.0
,,57,"['year', 'field']",1st,Chemistry,,155.0
,,16,"['year', 'field']",1st,Chemistry,,159.0
,,88,"['year', 'field']",1st,Chemistry,,162.0
,,38,"['year', 'field']",1st,Chemistry,,172.0
,,16,"['year', 'field']",1st,Chemistry,,182.0
,,33,"['year', 'field']",1st,Chemistry,,183.0
,,16,"['year', 'field']",1st,Chemistry,,184.0
,,115,"['year', 'field']",1st,Chemistry,,185.0
,,40,"['year', 'field']",1st,Chemistry,,186.0
