epoch;auc;categorical_crossentropy;loss;val_auc;val_categorical_crossentropy;val_loss
0;0.6452319622039795;0.6668640971183777;0.6684524416923523;0.5839999914169312;0.6974085569381714;0.6849150061607361
1;0.7131040096282959;0.6414534449577332;0.640296995639801;0.569599986076355;0.7119029760360718;0.6970732808113098
2;0.7376160025596619;0.6182865500450134;0.6213890314102173;0.574400007724762;0.722102165222168;0.7065907120704651
3;0.7437039613723755;0.6068840026855469;0.6076282858848572;0.5791999697685242;0.7340856790542603;0.7193202376365662
4;0.7527680397033691;0.5966896414756775;0.5972861051559448;0.5983999967575073;0.7357291579246521;0.7236360907554626
5;0.7526320219039917;0.5918385982513428;0.5920004844665527;0.590399980545044;0.7421815395355225;0.7344682216644287
6;0.7558559775352478;0.5849111676216125;0.5878679752349854;0.6064000129699707;0.7390347123146057;0.7341200113296509
7;0.761680006980896;0.5826835632324219;0.5842987298965454;0.6048000454902649;0.7366182804107666;0.7356022596359253
8;0.7672320008277893;0.5759834051132202;0.5788735151290894;0.6039999723434448;0.7348500490188599;0.7357683777809143
9;0.7703440189361572;0.5746278166770935;0.5771682262420654;0.6295999884605408;0.7280831336975098;0.7318918704986572
10;0.7803679704666138;0.5787045955657959;0.5701692700386047;0.6728000044822693;0.720862627029419;0.7288676500320435
11;0.7891119718551636;0.5578477382659912;0.5608247518539429;0.6880000233650208;0.7066649794578552;0.7147390842437744
12;0.7909039855003357;0.5548597574234009;0.5581753253936768;0.7080000042915344;0.7073543071746826;0.7204447984695435
13;0.7942880392074585;0.5638139247894287;0.5585017800331116;0.7056000232696533;0.6917641162872314;0.7024757862091064
14;0.8048399686813354;0.5435649752616882;0.5435096621513367;0.7039999961853027;0.6762319207191467;0.6838374137878418
15;0.8216959834098816;0.5274152755737305;0.5284990668296814;0.6704000234603882;0.703811526298523;0.712714672088623
16;0.8218560218811035;0.5301589369773865;0.5238062739372253;0.656000018119812;0.7220532894134521;0.731121301651001
17;0.8225439786911011;0.5217946767807007;0.5233101844787598;0.7104000449180603;0.6841996908187866;0.6948404908180237
18;0.8286080360412598;0.5154010057449341;0.5146453976631165;0.6704000234603882;0.7023849487304688;0.7126889228820801
19;0.8335279226303101;0.5139651894569397;0.5087940692901611;0.6848000288009644;0.7043861150741577;0.71571946144104
20;0.8292160034179688;0.510583221912384;0.5131333470344543;0.6976000070571899;0.6817666888237;0.6888444423675537
21;0.8369439840316772;0.5041665434837341;0.5040937066078186;0.671999990940094;0.708703875541687;0.7169244289398193
22;0.8397599458694458;0.5117754340171814;0.5014981031417847;0.6799999475479126;0.7029716372489929;0.7129316926002502
23;0.8426240086555481;0.49201148748397827;0.4970640540122986;0.6735999584197998;0.6980682611465454;0.7055168747901917
24;0.8425520658493042;0.4948278069496155;0.4958309829235077;0.6624000072479248;0.7024835348129272;0.710517406463623
25;0.8437440395355225;0.4931914806365967;0.4949266016483307;0.6912000179290771;0.6938431859016418;0.7003514766693115
26;0.8478800058364868;0.49316754937171936;0.48902958631515503;0.6992000341415405;0.6932270526885986;0.7014078497886658
27;0.8455120325088501;0.48849692940711975;0.49135616421699524;0.7120000123977661;0.6957496404647827;0.7002508044242859
28;0.8418959975242615;0.504386305809021;0.49768000841140747;0.6959999799728394;0.6994499564170837;0.7077792286872864
29;0.8501360416412354;0.48650500178337097;0.48707106709480286;0.7135999798774719;0.679808497428894;0.6868831515312195
